8450,2003,3,2,2008,7,5,856,854,706,8,548,0,1710,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9600,1976,3,2,2007,6,8,1262,0,978,6,460,1,1262,2,2,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1
11250,2001,3,2,2008,7,5,920,866,486,6,608,1,1786,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
9550,1915,3,1,2006,7,5,961,756,216,7,642,1,1717,3,3,1,1,1,2,1,3,1,1,1,1,1,1,3,3,2,2,1,3,2,2,1,2,1,1,2,1,1,1,1,3,2,2,1,1,1,1,1,1,1,2
14260,2000,4,2,2008,8,5,1145,1053,655,9,836,1,2198,3,4,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
14115,1993,1,1,2009,5,5,796,566,732,5,480,0,1362,2,5,1,1,1,2,1,1,1,1,1,3,1,1,1,1,2,2,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1
10084,2004,3,2,2007,8,5,1694,0,1369,7,636,1,1694,2,6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,3,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
10382,1973,3,2,2009,7,6,1107,983,859,7,484,2,2090,2,7,1,1,1,2,1,3,1,3,1,1,1,1,4,4,3,2,1,2,1,1,3,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1
6120,1931,2,2,2008,7,5,1022,752,0,8,468,2,1774,2,8,2,1,1,1,1,1,1,4,1,3,1,1,5,3,2,2,1,3,2,1,1,3,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2
7420,1939,2,1,2008,5,6,1077,0,851,5,205,2,1077,1,9,1,1,1,1,1,3,1,4,2,4,1,1,2,2,2,2,1,3,2,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1
11200,1965,3,1,2008,5,5,1040,0,906,5,384,0,1040,1,10,1,1,1,1,1,1,1,1,1,2,2,1,4,4,2,2,1,2,2,1,1,4,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1
11924,2005,4,3,2006,9,5,1182,1142,998,11,736,2,2324,3,11,1,1,1,2,1,1,1,1,1,1,2,1,6,3,3,3,1,1,3,1,1,1,1,1,1,1,1,3,1,3,3,3,1,1,1,1,1,1,2,3
12968,1962,2,1,2008,5,6,912,0,737,4,352,0,912,1,10,1,1,1,3,1,1,1,1,1,2,2,1,4,5,2,2,1,2,2,1,1,2,1,1,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1
10652,2006,3,2,2007,7,5,1494,0,0,7,840,1,1494,3,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,4,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,3
10920,1960,2,1,2008,6,5,1253,0,733,5,352,1,1253,1,12,1,1,1,2,1,3,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,5,1,1,3,1,1,2,1,4,1,1,1,1,1,1,3,1,1,1
6120,1929,2,1,2007,7,8,854,0,0,5,576,0,854,2,9,2,1,1,1,1,3,1,1,1,4,1,1,3,6,2,2,1,3,2,1,1,3,1,1,1,1,3,2,1,1,2,2,1,1,1,1,4,1,1,1
11241,1970,2,1,2010,6,7,1004,0,578,5,480,1,1004,2,12,1,1,1,2,1,4,1,1,1,2,1,1,3,6,1,2,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,2,1,1
10791,1967,2,2,2006,4,5,1296,0,0,6,516,0,1296,2,10,1,1,1,1,1,1,1,1,3,2,1,1,2,2,2,2,1,5,4,3,5,6,3,1,3,1,1,2,1,1,4,2,1,1,1,1,1,2,1,1
13695,2004,3,1,2008,5,5,1114,0,646,6,576,0,1114,2,13,1,1,1,1,1,1,1,5,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
7560,1958,3,1,2009,5,6,1339,0,504,6,294,0,1339,1,12,1,1,1,1,1,1,1,1,1,2,2,1,5,5,2,2,1,2,2,1,1,7,1,1,3,1,1,2,2,1,1,2,1,1,1,1,2,1,3,2
14215,2005,4,3,2006,8,5,1158,1218,0,9,853,1,2376,3,11,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,2,3
7449,1930,3,1,2007,7,7,1108,0,0,6,280,1,1108,1,14,2,1,2,1,2,1,1,1,1,4,1,1,3,6,2,2,1,1,2,1,1,3,1,1,1,1,2,1,1,3,1,2,1,1,2,1,4,1,1,1
9742,2002,3,2,2008,8,5,1795,0,0,7,534,1,1795,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
4224,1976,3,1,2007,5,7,1060,0,840,6,572,1,1060,2,15,2,1,1,1,1,1,1,1,4,2,1,1,7,7,2,2,1,1,1,1,1,1,1,1,3,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1
8246,1968,3,1,2010,5,8,1060,0,188,6,270,1,1060,1,10,1,1,1,2,1,1,1,1,1,2,1,1,8,5,2,2,2,2,2,1,3,4,4,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1
14230,2007,3,2,2009,8,5,1600,0,0,7,890,1,1600,3,11,1,1,1,1,1,3,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
7200,1951,3,1,2010,5,7,900,0,234,5,576,0,900,2,12,1,1,1,1,1,3,1,1,1,2,1,1,3,6,2,2,1,2,2,1,3,5,5,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
11478,2007,3,2,2010,8,5,1704,0,1218,7,772,1,1704,3,11,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
16321,1957,2,1,2006,5,6,1600,0,1277,6,319,2,1600,1,12,1,1,1,2,1,4,1,1,1,2,1,1,2,2,2,2,1,2,2,1,2,5,1,1,3,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1
6324,1927,1,1,2008,4,6,520,0,0,4,240,0,520,1,9,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,3,2,1,1,3,1,1,4,2,1,4,1,1,2,2,2,1,1,1,1,1,1,1
8500,1920,3,1,2008,4,4,649,668,0,6,250,0,1317,1,14,3,1,3,1,1,1,1,2,1,1,3,1,5,8,2,2,3,3,2,1,1,3,1,1,3,2,1,2,1,1,2,2,1,2,2,1,2,1,1,1
8544,1966,3,1,2008,5,6,1228,0,0,6,271,0,1228,1,10,1,1,1,2,1,4,1,1,1,2,1,1,4,4,2,2,1,2,2,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
11049,2007,3,2,2008,8,5,1234,0,0,7,484,0,1234,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,1,1,1,3,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10552,1959,4,1,2010,5,5,1700,0,1018,6,447,1,1700,2,12,1,1,1,2,1,1,1,1,1,2,2,1,5,8,2,2,1,2,2,1,1,4,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
7313,2005,2,2,2007,9,5,1561,0,1153,6,556,1,1561,2,11,1,1,1,1,1,1,1,1,4,2,2,1,2,2,1,3,1,1,3,1,1,1,1,1,1,1,1,3,1,3,1,3,1,1,1,1,1,1,1,1
13418,2004,4,3,2006,8,5,1132,1320,0,9,691,1,2452,3,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,4,3,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1
10859,1994,3,1,2009,5,5,1097,0,0,6,672,0,1097,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1
8532,1954,3,1,2009,5,6,1297,0,1213,5,498,1,1297,2,12,1,1,1,1,1,1,1,1,1,2,2,1,3,6,1,2,1,2,2,1,1,4,1,1,2,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1
7922,1953,3,1,2010,5,7,1057,0,731,5,246,0,1057,1,12,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
6040,1955,2,2,2008,4,5,1152,0,0,6,0,0,1152,0,16,1,1,1,1,1,1,1,1,3,2,1,1,9,5,2,2,1,1,4,3,5,6,3,1,3,2,4,4,1,1,5,4,4,3,2,1,1,1,1,4
8658,1965,3,2,2006,6,5,1324,0,643,6,440,1,1324,2,12,1,1,1,1,1,1,1,1,1,2,1,1,3,6,1,2,1,2,2,1,1,4,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,2
16905,1959,2,1,2007,5,6,1328,0,967,5,308,2,1328,1,17,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,5,1,1,2,1,1,2,1,3,1,1,1,1,3,1,1,1,1,1
